"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"2957","green","red","red","green","red","green","green","red","red","red"
"2958","red","red","red","red","green","red","red","red","green","green"
"2959","red","red","green","green","red","green","green","red","green","red"
"2960","green","red","green","green","green","green","green","green","green","green"
"2961","green","green","red","green","red","red","red","red","green","red"
"2962","green","red","red","red","red","red","red","green","green","green"
"2963","green","green","green","red","green","green","green","red","green","red"
"2964","green","red","green","red","red","red","red","red","green","green"
"2965","green","green","green","red","red","green","green","red","green","green"
"2966","red","green","green","green","green","green","green","green","green","green"
"2967","green","red","green","red","green","green","green","red","red","green"
"2968","red","red","green","green","green","green","green","green","green","green"
"2969","green","green","red","green","red","red","red","red","red","red"
"2970","green","green","red","red","green","red","red","green","red","green"
"2971","red","red","green","red","red","red","green","green","red","green"
"2972","red","red","green","red","green","green","green","green","red","green"
"2973","red","red","red","green","green","green","green","green","green","green"
"2974","red","green","red","green","red","green","green","red","red","green"
